NAME,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"CLEAR CREEK NUMBER 2, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"CLEARFIELD 1.7 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0
"CLINTON 0.9 WNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0
"COALVILLE 0.3 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
"COALVILLE 13 E, UT US",,,,1.0,9.0,11.0,12.0,10.0,11.0,11.0,12.0,12.0,12.0,9.0,12.0,10.0,12.0,11.0,12.0,4.0,11.0,12.0,6.0,9.0,9.0,9.0,,,,,
"COALVILLE, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.0,5.0,,,,,,,,,,
"CORINNE, UT US",12.0,12.0,12.0,12.0,12.0,9.0,6.0,,,,,3.0,7.0,5.0,3.0,,,,,,,,,,,,,,,,
"CORRAL, UT US",,,,,,,,,,,,,,,,,,,,,,6.0,12.0,12.0,11.0,,,,,,
"COTTONWOOD HEIGHTS 1.3 WSW, UT US",,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
"COTTONWOOD HEIGHTS 1.5 SE, UT US",,,,,,,,,,,,,,,,,6.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,8.0,10.0,10.0,11.0,6.0,
"COTTONWOOD HEIGHTS 1.6 SE, UT US",,,,,,,,,,,,,,,,,5.0,9.0,5.0,9.0,10.0,10.0,10.0,12.0,11.0,11.0,10.0,12.0,12.0,12.0,12.0
"COTTONWOOD WASH UTAH, UT US",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"COTTONWOOD WEIR, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"CRATER KNOLL BEAVER 14 NNW UT, UT US",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CURRANT CREEK JCT, UT US",12.0,11.0,12.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURRANT CREEK, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"CUTLER DAM, UT US",12.0,12.0,12.0,12.0,12.0,12.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,8.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DANIELS STRAWBERRY, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DEER CREEK DAM, UT US",12.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DELTA 0.5 NNE, UT US",,,,,,,,,,,,,,,,,6.0,12.0,12.0,12.0,12.0,12.0,5.0,,,,,,,,
"DELTA 2.2 SW, UT US",,,,,,,,,,,,,,,,,6.0,12.0,7.0,1.0,,8.0,9.0,,,,,,,,
"DELTA 4 NE, UT US",,,,,,,,,,,,,,,,,,,5.0,12.0,12.0,12.0,5.0,,,,,,,,
"DELTA, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,10.0,6.0,2.0,10.0,12.0,9.0,12.0,12.0,12.0
"DESERET, UT US",12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DEWEY, UT US",10.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,5.0,,,,,,,,,,,,,,,,,,
"DIAMOND RIM, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DILL S CAMP, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DINOSAUR NM QUARRY AREA, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,12.0,12.0,10.0,11.0,12.0,11.0,12.0,10.0,12.0,11.0,1.0,9.0,12.0,12.0,4.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
"DONKEY RESERVOIR, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DRAPER 1.9 WNW, UT US",,,,,,,,,,,,,,,,,,,,,4.0,10.0,11.0,,,,,,,,
"DRAPER POINT OF MOUNTAIN, UT US",11.0,11.0,11.0,10.0,10.0,12.0,12.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,7.0,12.0,10.0,,,,,,,,,,,,,,
"DRY BREAD POND, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DRY FORK, UT US",,,3.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"DUCHESNE, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
"DUGWAY, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,6.0,,,,,,,,,
"DUTCH JOHN 0.1 SE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,
"EAST MILLCREEK 0.7 NNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,10.0,7.0
"EAST WILLOW CREEK, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"ECHO DAM, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"EDEN 0.3 ENE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,10.0
"EDEN 0.3 W, UT US",,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,5.0,6.0,3.0,5.0,5.0,5.0,3.0,7.0,6.0,7.0
"EDEN, UT US",,,,,,,,,,,,,,,,,,,,9.0,9.0,5.0,,,8.0,12.0,12.0,11.0,12.0,12.0,12.0
"EF BLACKS FORK GS, UT US",,,,,,,,,,,,,,,,,,,2.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"ELBERTA, UT US",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRIC LAKE, UT US",12.0,11.0,12.0,10.0,11.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,8.0,12.0,4.0,1.0,,,,,,,,,,,,,
"ENSIGN BOUNTIFUL 5 NE, UT US",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERPRISE BERYL JCT, UT US",10.0,12.0,12.0,11.0,12.0,12.0,9.0,12.0,12.0,11.0,9.0,12.0,12.0,11.0,11.0,5.0,4.0,,,,,,,,,,,,,,
"ENTERPRISE UTAH, UT US",,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ENTERPRISE, UT US",12.0,12.0,11.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,9.0,5.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"EPHRAIM 0.1 W, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
"EPHRAIM, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0
"ESCALANTE, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"ESKDALE, UT US",12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,8.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FAIRFIELD, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,7.0,0.0,2.0,8.0,8.0,4.0,3.0,8.0,7.0,7.0,11.0,12.0,12.0
"FAIRVIEW 8 N, UT US",12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,4.0,3.0,,,,,,,,,,
"FAIRVIEW, UT US",12.0,12.0,12.0,12.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"FARMINGTON 1.5 NNW, UT US",,,,,,,,,,,,,,,,,,1.0,12.0,12.0,4.0,,,,,,,,,,
"FARMINGTON 1.8 W, UT US",,,,,,,,,,,,,,,,,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FARMINGTON 3 NW, UT US",12.0,11.0,12.0,12.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,8.0,7.0,6.0,1.0,4.0,12.0,10.0,12.0,9.0,,,,,,
"FARMINGTON LOWER, UT US",,,,,,,,,,,,1.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FARMINGTON, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FARNSWORTH LAKE, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FERRON, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,11.0,8.0,8.0,9.0,10.0
"FILLMORE, UT US",12.0,12.0,12.0,11.0,12.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,12.0,12.0,11.0,12.0,1.0,9.0,11.0,4.0,,,,,,3.0,11.0,12.0,10.0
"FISH LAKE UTAH, UT US",,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FISH SPRINGS NWR, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,10.0,12.0,10.0,9.0,12.0,9.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,
"FIVE MILE DUCHESNE 18 SSE UTA, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FIVE POINTS LAKE, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FLAMING GORGE, UT US",12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,6.0,9.0,2.0,0.0,0.0,6.0,11.0,10.0,11.0,10.0,11.0,12.0
"FLATTOP MOUNTAIN CLEVELAND 1, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FORT DUCHESNE, UT US",11.0,12.0,12.0,12.0,9.0,11.0,10.0,12.0,10.0,11.0,12.0,11.0,11.0,9.0,11.0,11.0,9.0,12.0,1.0,6.0,12.0,3.0,1.0,4.0,12.0,10.0,11.0,9.0,11.0,11.0,11.0
"FREMONT INDIAN S.P., UT US",12.0,11.0,12.0,12.0,11.0,9.0,12.0,11.0,12.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"FRUIT HEIGHTS 1.3 N, UT US",,,,,,,,,,,,,,,,,,,,,,2.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GARDEN CITY SUMMIT, UT US",,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GARDNER PEAK, UT US",,,,,,,,,,,,,3.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GARFIELD, UT US",11.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,9.0,2.0,,,,,,,,
"GARLAND 1.0 SE, UT US",,,,,,,,,,,,,,,,,,,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GBRC HQ, UT US",,,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GBRC MEADOWS, UT US",,,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GEORGE CREEK, UT US",,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GOBLIN VALLEY STATE PARK, UT US",,,,,,,,,,,,,,3.0,11.0,12.0,12.0,12.0,12.0,10.0,12.0,11.0,12.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GOOSEBERRY RANGER STATION UP, UT US",,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GOOSEBERRY RANGER STATION, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"GRANITE PEAK DUGWAY PROVING GROUND, UT US",,,,,,,,,,,,,,,0.0,11.0,5.0,9.0,5.0,7.0,8.0,11.0,3.0,3.0,7.0,5.0,10.0,12.0,11.0,12.0,12.0
"GRANTSVILLE 1.1 NW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
"GRANTSVILLE 12 WNW, UT US",,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,5.0,,,,,,,,
"GRANTSVILLE 2 W, UT US",12.0,12.0,12.0,11.0,12.0,7.0,,2.0,12.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0
"GRANTSVILLE 2.0 SSE, UT US",,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
"GREEN RIVER 2.8 WNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,
"GREEN RIVER AVIATION, UT US",12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,8.0,9.0,11.0,10.0,11.0,3.0,2.0,,,,,,,,,,,,,,
"GREENVILLE BENCH SAND HOLLOW, UT US",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
"GROUSE CREEK, UT US",12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,12.0,12.0,11.0,5.0,11.0,12.0,9.0,,,,,,,,,,,
"GUNLOCK PH, UT US",11.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,8.0,9.0,,8.0,12.0,9.0,7.0,12.0,3.0,,12.0,3.0,,,,,,
"GUTZ PEAK, UT US",,,,,,,,,,,,,3.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HANKSVILLE, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,12.0,5.0,9.0,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0
"HANNA, UT US",10.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"HANS FLAT RANGER STATION, UT US",12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HARDSCRABBLE, UT US",,3.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HARRIS FLAT, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HATCH, UT US",12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0
"HAYDEN FORK, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HEBER CITY 0.4 SE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"HEBER CITY 0.7 E, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,
"HEBER CITY 10.1 ESE, UT US",,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,12.0,10.0,10.0,5.0,12.0,12.0,12.0
"HEBER CITY 2.4 SSE, UT US",,,,,,,,,,,,,,,,,,1.0,5.0,11.0,12.0,9.0,9.0,11.0,8.0,12.0,11.0,10.0,12.0,12.0,12.0
"HEBER CITY 7.2 E, UT US",,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,
"HEBER, UT US",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,5.0,,,,,,,,,
"HELPER 0.2 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
"HELPER 0.3 SW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,,,
"HELPER CARBON PLANT, UT US",12.0,10.0,12.0,6.0,12.0,11.0,12.0,12.0,12.0,8.0,10.0,10.0,,,,,,,,1.0,5.0,1.0,,,,,,,,,
"HENRIEVILLE 0.2 SSW, UT US",,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,12.0
"HEWINTA UTAH, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEWINTA, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HIAWATHA, UT US",6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HICKERSON PARK, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HITE RANGER STATION, UT US",2.0,,,,,10.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,9.0,11.0,12.0,3.0,3.0,5.0,9.0,1.0,6.0,11.0,11.0,9.0,12.0,12.0,12.0
"HOBBLE CREEK, UT US",,,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HOLE IN ROCK, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HOLLADAY 0.5 ESE, UT US",,,,,,,,,,,,,,,,,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HOLLADAY 0.7 WNW, UT US",,,,,,,,,,,,,,,,,,,,8.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,11.0
"HONEYVILLE 0.5 NNE, UT US",,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,
"HOOPER 0.1 S, UT US",,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
"HORSE HOLLOW COVE FORT 5 W UT, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HORSE RIDGE UTAH, UT US",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HORSE RIDGE, UT US",12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HOVENWEEP NATIONAL MONUMENT, UT US",12.0,12.0,11.0,9.0,11.0,10.0,11.0,12.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0
"HUNTINGTON HORSE, UT US",,,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"HUNTSVILLE 7.3 ENE, UT US",,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,
"HUNTSVILLE MONASTERY, UT US",12.0,11.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,11.0,4.0,12.0,10.0,,,,,,,,,
"HURRICANE 2.4 E, UT US",,,,,,,,,,,,,,,,,,,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0
"HURRICANE 2.4 ENE, UT US",,,,,,,,,,,,,,,,,,,11.0,10.0,1.0,10.0,12.0,11.0,7.0,12.0,2.0,,,,
"HYDE PARK 0.7 NW, UT US",,,,,,,,,,,,,,,,,,1.0,4.0,7.0,8.0,7.0,8.0,7.0,7.0,5.0,,7.0,,,
"HYDE PARK 1.0 SSW, UT US",,,,,,,,,,,,,,,,,,,,,,8.0,12.0,12.0,12.0,2.0,,2.0,,,
"HYRUM 0.8 SE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,12.0
"HYRUM 1.5 E, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
"HYRUM, UT US",,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,
