NAME,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"CHEPETA, UT US",28.73,28.740000000000002,31.11,0.0,33.71,34.34,38.02,32.37,30.759999999999998,27.56,21.85,31.04,36.35,28.83,0.0,26.04,25.66,27.85,36.33,38.160000000000004,23.52,24.02,25.45,29.83,34.01,25.95,22.84,37.45,19.31,31.939999999999998,29.869999999999997
"CIRCLEVILLE 0.7 W, UT US",,,,,,,,,,,,,,,,,,1.17,11.73,13.48,6.57,11.11,10.02,11.82,10.24,9.27,11.08,11.81,3.2199999999999998,,
"CIRCLEVILLE, UT US",9.57,10.0,7.95,19.1,8.79,15.71,12.07,7.32,10.69,7.4,7.61,5.49,10.81,13.64,9.3,5.97,7.28,3.45,1.0,,,,,,,,,,,,
"CITY CREEK WATER PLANT, UT US",22.46,32.69,26.92,77.5,31.94,29.85,35.47,25.240000000000002,23.56,24.28,17.93,24.4,25.810000000000002,29.66,160.6,22.04,22.740000000000002,30.67,30.69,27.93,9.45,18.23,24.189999999999998,23.669999999999998,25.29,26.64,19.220000000000002,33.64,14.22,26.939999999999998,22.52
"CLARKSTON 0.5 SW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4399999999999995,15.190000000000001,19.0,15.83
"CLAYTON SPRINGS, UT US",,,,,,,,,10.0,25.36,16.87,19.16,31.37,30.85,0.0,23.54,22.38,22.24,37.94,31.740000000000002,26.369999999999997,31.27,23.05,27.87,22.84,23.95,23.45,35.97,13.26,26.25,22.05
"CLEAR CREEK NUMBER 1, UT US",25.12,30.94,30.97,0.0,38.72,34.95,31.94,28.08,31.13,24.73,21.98,29.17,28.66,35.54,0.0,28.119999999999997,32.12,35.26,42.86,31.28,29.880000000000003,36.16,39.68,22.86,28.77,31.69,28.89,40.37,19.68,33.74,27.29
"CLEAR CREEK NUMBER 2, UT US",21.45,27.36,24.25,0.0,34.45,32.1,26.330000000000002,24.84,26.34,20.95,19.07,23.88,23.45,29.15,0.0,24.34,29.83,31.13,34.230000000000004,27.54,24.03,22.25,28.05,18.759999999999998,25.36,25.87,24.25,33.26,15.66,31.310000000000002,22.27
"CLEARFIELD 1.7 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,10.620000000000001
"CLINTON 0.9 WNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,10.43
"COALVILLE 0.3 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.13,,
"COALVILLE 13 E, UT US",,,,0.0,10.469999999999999,12.74,19.77,13.49,11.48,10.22,10.29,14.33,13.1,8.06,96.6,7.05,12.07,17.82,20.91,4.609999999999999,11.25,12.83,8.23,10.48,12.7,17.13,,,,,
"COALVILLE, UT US",10.64,19.72,16.02,43.0,20.69,18.11,20.57,13.68,17.04,13.91,11.39,16.26,16.7,16.31,81.4,13.22,13.68,17.84,19.48,3.64,5.78,,,,,,,,,,
"CORINNE, UT US",11.01,21.009999999999998,15.43,21.1,20.11,17.39,13.32,,,,,5.18,6.66,16.48,0.0,,,,,,,,,,,,,,,,
"CORRAL, UT US",,,,,,,,,,,,,,,,,,,,,,14.77,19.59,28.66,25.77,,,,,,
"COTTONWOOD HEIGHTS 1.3 WSW, UT US",,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,
"COTTONWOOD HEIGHTS 1.5 SE, UT US",,,,,,,,,,,,,,,,,9.85,21.62,23.28,30.55,18.61,20.1,22.11,20.66,19.76,14.58,19.51,31.52,11.58,9.21,
"COTTONWOOD HEIGHTS 1.6 SE, UT US",,,,,,,,,,,,,,,,,10.05,18.82,8.33,25.51,17.61,19.25,16.759999999999998,23.41,23.19,20.08,15.940000000000001,32.4,12.94,25.04,20.509999999999998
"COTTONWOOD WASH UTAH, UT US",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"COTTONWOOD WEIR, UT US",21.19,32.63,27.48,87.0,29.9,30.31,33.55,23.39,22.65,12.87,13.879999999999999,19.64,21.830000000000002,28.240000000000002,87.3,22.42,22.970000000000002,24.43,25.92,4.17,17.81,20.6,19.8,24.16,22.12,24.09,19.67,30.900000000000002,12.27,25.28,20.96
"CRATER KNOLL BEAVER 14 NNW UT, UT US",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CURRANT CREEK JCT, UT US",12.93,14.51,11.97,49.5,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURRANT CREEK, UT US",18.06,24.46,22.05,0.0,29.85,26.029999999999998,26.03,21.47,21.97,18.36,15.38,20.580000000000002,24.380000000000003,24.97,0.0,17.34,23.56,21.02,30.54,24.419999999999998,18.54,16.73,24.14,18.54,22.03,26.46,18.560000000000002,28.75,13.75,25.060000000000002,20.939999999999998
"CUTLER DAM, UT US",11.219999999999999,16.37,13.86,31.2,18.86,19.41,17.21,14.55,15.14,12.98,13.32,11.27,20.81,27.85,16.5,9.77,13.47,8.75,16.92,20.09,12.780000000000001,10.86,19.419999999999998,17.7,23.08,18.61,12.47,21.72,11.19,15.5,13.39
"DANIELS STRAWBERRY, UT US",25.240000000000002,32.11,29.57,0.0,44.15,33.61,34.52,27.04,28.98,23.95,22.94,25.84,31.14,32.65,0.0,24.03,31.02,29.01,41.19,28.939999999999998,23.73,18.62,30.64,21.060000000000002,27.259999999999998,36.57,23.57,38.35,18.05,31.67,28.43
"DEER CREEK DAM, UT US",19.01,26.28,20.56,19.0,33.58,25.279999999999998,25.580000000000002,19.97,23.1,13.17,15.82,19.28,21.779999999999998,31.03,59.1,17.52,17.47,22.8,29.66,21.75,16.98,13.11,21.39,16.43,17.86,27.650000000000002,17.94,25.69,9.39,21.78,17.72
"DELTA 0.5 NNE, UT US",,,,,,,,,,,,,,,,,3.82,6.0200000000000005,10.94,9.32,7.48,7.0600000000000005,2.45,,,,,,,,
"DELTA 2.2 SW, UT US",,,,,,,,,,,,,,,,,3.6999999999999997,5.140000000000001,7.12,3.05,,4.56,6.220000000000001,,,,,,,,
"DELTA 4 NE, UT US",,,,,,,,,,,,,,,,,,,3.86,9.17,7.52,7.42,2.87,,,,,,,,
"DELTA, UT US",6.2700000000000005,8.96,8.86,21.5,8.11,9.62,13.47,6.89,9.98,5.05,4.55,8.75,8.79,10.85,34.900000000000006,8.11,7.29,6.18,10.379999999999999,1.94,7.58,7.08,7.68,3.08,1.2,3.99,7.31,8.72,2.16,12.49,5.21
"DESERET, UT US",6.1499999999999995,7.2,7.38,17.5,7.6899999999999995,9.77,13.149999999999999,7.79,10.66,5.75,4.81,7.16,8.49,10.11,29.4,8.33,7.67,6.65,11.77,9.45,8.06,7.91,7.47,6.8100000000000005,6.21,8.77,8.18,9.72,3.21,8.94,6.2
"DEWEY, UT US",8.08,17.83,8.8,0.0,13.24,10.549999999999999,9.31,7.28,6.01,10.99,7.05,11.39,2.62,,,,,,,,,,,,,,,,,,
"DIAMOND RIM, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DILL S CAMP, UT US",25.95,28.35,23.17,0.0,32.54,36.94,31.93,27.34,26.950000000000003,25.43,22.96,27.04,27.240000000000002,30.96,0.0,24.59,28.169999999999998,29.56,36.85,30.47,22.09,29.36,31.68,25.080000000000002,23.94,28.95,25.05,33.15,18.86,28.86,23.55
"DINOSAUR NM QUARRY AREA, UT US",11.56,11.04,10.6,6.8,9.91,12.34,10.53,8.28,5.88,8.17,5.17,5.12,8.790000000000001,10.02,9.100000000000001,6.88,3.83,7.54,6.96,0.0,3.37,8.85,8.27,1.81,12.530000000000001,7.13,5.14,11.18,4.85,10.88,9.8
"DONKEY RESERVOIR, UT US",18.76,19.740000000000002,18.63,0.0,22.740000000000002,27.92,25.56,20.169999999999998,19.93,20.12,11.47,17.66,23.08,18.939999999999998,0.0,18.24,15.879999999999999,15.04,26.56,26.03,17.05,25.43,18.04,26.28,18.74,17.65,16.669999999999998,23.28,10.77,22.99,17.36
"DRAPER 1.9 WNW, UT US",,,,,,,,,,,,,,,,,,,,,3.76,10.98,14.11,,,,,,,,
"DRAPER POINT OF MOUNTAIN, UT US",9.83,19.22,13.08,39.0,19.73,19.02,22.9,14.799999999999999,15.97,11.38,9.07,15.35,19.55,20.84,19.4,12.96,11.04,,,,,,,,,,,,,,
"DRY BREAD POND, UT US",24.03,32.37,30.85,0.0,37.69,33.24,41.07,29.77,27.56,22.55,21.94,25.57,31.86,32.65,0.0,24.78,29.58,31.97,36.36,34.87,26.32,22.87,35.07,27.630000000000003,35.25,38.97,24.56,37.25,22.07,29.28,27.34
"DRY FORK, UT US",,,11.58,0.0,37.65,42.53,44.47,29.78,30.53,31.259999999999998,23.64,29.46,31.959999999999997,35.45,0.0,25.64,27.939999999999998,36.62,37.36,34.16,23.87,31.97,30.84,29.560000000000002,29.55,29.96,25.08,43.85,20.76,31.150000000000002,28.939999999999998
"DUCHESNE, UT US",9.56,10.450000000000001,7.43,12.0,9.57,18.0,11.9,11.9,10.05,7.83,6.42,8.82,10.82,9.43,27.9,6.92,7.73,8.06,10.02,2.2,6.23,10.66,8.98,12.12,9.319999999999999,8.3,8.11,10.59,4.21,8.31,7.05
"DUGWAY, UT US",7.29,7.76,9.690000000000001,13.7,8.870000000000001,12.09,12.24,6.53,8.74,6.36,4.7,5.31,8.18,11.26,13.9,4.5200000000000005,5.63,7.32,9.88,10.47,5.800000000000001,2.3,,,,,,,,,
"DUTCH JOHN 0.1 SE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,8.2,
"EAST MILLCREEK 0.7 NNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,7.03,19.31,12.129999999999999
"EAST WILLOW CREEK, UT US",19.25,23.05,23.75,0.0,22.26,28.48,23.02,20.28,19.34,21.95,12.66,18.07,26.64,24.46,0.0,17.67,22.44,18.68,32.33,20.669999999999998,15.58,18.72,17.97,24.64,21.35,16.06,15.27,26.75,13.26,22.55,16.47
"ECHO DAM, UT US",9.82,16.33,12.97,47.1,16.54,15.89,18.89,13.36,15.41,13.53,11.14,13.22,14.58,15.33,90.3,11.45,12.0,17.6,18.77,17.01,9.92,12.860000000000001,18.28,15.280000000000001,16.45,17.1,12.44,15.42,8.629999999999999,15.1,14.46
"EDEN 0.3 ENE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,14.07,20.09
"EDEN 0.3 W, UT US",,,,,,,,,,,,,,,,,,,7.84,9.69,4.720000000000001,4.41,9.66,3.07,5.32,7.42,4.07,6.63,4.720000000000001,4.84,10.24
"EDEN, UT US",,,,,,,,,,,,,,,,,,,,17.47,17.44,6.47,,,19.6,37.19,15.53,30.03,16.33,20.11,26.580000000000002
"EF BLACKS FORK GS, UT US",,,,,,,,,,,,,,,,,,,6.3999999999999995,29.02,22.23,26.94,25.17,21.16,27.43,29.86,18.04,26.45,18.74,26.45,27.33
"ELBERTA, UT US",1.7000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRIC LAKE, UT US",20.669999999999998,23.84,22.32,0.0,24.27,18.41,25.11,25.14,26.88,21.14,18.43,20.21,19.42,22.81,0.0,21.02,3.79,1.8,,,,,,,,,,,,,
"ENSIGN BOUNTIFUL 5 NE, UT US",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERPRISE BERYL JCT, UT US",11.530000000000001,11.9,11.72,13.5,9.79,9.77,12.98,7.12,11.31,8.12,4.77,7.970000000000001,10.11,12.89,34.8,1.67,2.3499999999999996,,,,,,,,,,,,,,
"ENTERPRISE UTAH, UT US",,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ENTERPRISE, UT US",16.77,15.440000000000001,15.35,1.0,11.83,17.05,19.78,10.86,14.65,11.51,5.08,10.98,17.0,19.91,20.1,13.04,13.65,11.91,25.34,10.83,12.02,11.77,14.64,13.88,16.22,16.02,13.139999999999999,21.24,6.91,17.91,12.58
"EPHRAIM 0.1 W, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,
"EPHRAIM, UT US",12.51,15.94,12.98,0.0,15.48,14.76,15.93,13.21,11.81,11.27,10.41,12.22,11.45,13.94,50.0,9.39,7.359999999999999,8.27,12.05,9.39,9.73,6.83,9.36,8.870000000000001,6.68,8.45,7.6499999999999995,8.7,4.49,6.58,8.81
"ESCALANTE, UT US",14.5,12.540000000000001,8.12,23.0,5.51,13.680000000000001,12.280000000000001,10.93,9.16,9.95,4.79,6.31,14.46,13.64,21.1,7.88,8.31,7.16,17.22,14.01,8.73,14.48,7.4399999999999995,14.540000000000001,12.41,9.68,8.62,12.91,5.21,9.84,6.7
"ESKDALE, UT US",3.18,5.51,7.45,0.0,7.02,7.13,12.58,4.5,6.38,4.19,3.37,5.7,9.32,7.78,0.0,3.8200000000000003,3.5,5.54,6.36,8.47,4.82,7.27,6.77,7.2,4.61,5.84,7.0,9.15,1.64,6.1,5.71
"FAIRFIELD, UT US",11.129999999999999,13.52,12.46,18.3,14.46,14.66,17.37,9.91,12.76,10.52,6.78,10.0,10.43,13.73,38.5,9.18,7.75,14.13,2.38,0.0,3.02,5.36,8.2,3.38,2.92,7.1,5.97,6.42,4.45,9.13,10.969999999999999
"FAIRVIEW 8 N, UT US",16.24,18.49,16.36,65.7,17.84,18.46,18.29,14.95,16.55,12.98,12.91,17.91,16.06,18.22,123.3,15.59,29.04,16.45,19.59,4.31,4.5,,,,,,,,,,
"FAIRVIEW, UT US",15.219999999999999,19.77,14.47,60.0,17.58,3.35,,,,,,,,,,,,,,,,,,,,,,,,,
"FARMINGTON 1.5 NNW, UT US",,,,,,,,,,,,,,,,,,2.04,24.3,27.58,9.02,,,,,,,,,,
"FARMINGTON 1.8 W, UT US",,,,,,,,,,,,,,,,,6.18,19.2,18.03,21.13,14.14,13.67,17.56,22.009999999999998,19.21,19.13,13.16,22.25,10.79,16.05,14.55
"FARMINGTON 3 NW, UT US",19.27,23.67,21.16,29.3,26.42,22.78,29.73,14.38,23.009999999999998,20.83,12.37,16.87,19.01,22.88,42.2,19.18,9.75,7.5,8.74,1.27,6.82,15.28,14.98,22.53,14.17,,,,,,
"FARMINGTON LOWER, UT US",,,,,,,,,,,,11.89,49.879999999999995,58.38,0.0,40.57,41.56,53.49,51.17,50.78,35.65,35.09,41.48,44.26,46.47,44.47,33.38,52.66,28.46,40.05,31.47
"FARMINGTON, UT US",40.84,56.32,53.45,0.0,63.59,53.93,68.73,45.76,53.67,46.06,43.45,47.16,55.82,64.65,0.0,45.57,49.76,56.48,60.68,57.08,40.44,38.46,46.57,47.84,52.67,53.79,38.18,59.66,34.67,46.35,44.17
"FARNSWORTH LAKE, UT US",29.34,32.1,31.35,0.0,34.03,40.25,40.43,36.45,31.88,30.65,21.650000000000002,34.06,32.480000000000004,33.03,0.0,31.35,33.27,32.76,39.87,42.97,28.79,33.35,34.08,33.75,28.68,31.26,32.17,37.24,20.87,33.17,27.36
"FERRON, UT US",10.13,10.05,6.88,15.0,8.91,13.24,10.1,7.819999999999999,7.98,7.28,4.9399999999999995,5.8,11.76,11.74,30.5,7.34,4.93,6.16,11.36,9.18,3.72,11.48,7.65,10.96,6.58,4.78,7.01,5.98,0.44000000000000006,4.3100000000000005,3.0
"FILLMORE, UT US",12.75,15.96,18.5,52.5,14.57,15.01,17.95,14.84,18.61,14.04,10.42,15.3,17.61,11.09,96.0,16.49,12.81,11.77,0.94,15.95,12.56,5.7,,,,,,3.44,6.42,9.58,7.37
"FISH LAKE UTAH, UT US",,,,,,,,,,,,,,,,,,,11.77,18.67,14.77,20.26,14.959999999999999,18.38,15.06,16.06,13.36,19.2,10.07,19.560000000000002,11.29
"FISH SPRINGS NWR, UT US",4.8,7.09,9.12,8.8,7.53,12.08,11.85,5.94,3.61,5.699999999999999,3.91,5.9,5.78,8.5,7.1,4.34,6.42,6.92,8.43,9.62,4.8100000000000005,6.28,4.9399999999999995,8.14,,,,,,,
"FIVE MILE DUCHESNE 18 SSE UTA, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FIVE POINTS LAKE, UT US",29.68,32.16,39.660000000000004,0.0,39.41,36.64,38.11,37.44,32.22,28.52,25.83,26.96,37.74,36.15,0.0,27.81,29.65,32.14,41.85,39.440000000000005,26.14,29.65,32.54,31.02,36.45,33.79,26.23,41.660000000000004,22.74,38.25,29.25
"FLAMING GORGE, UT US",9.73,14.06,12.42,25.8,14.06,17.78,16.12,13.49,11.7,8.56,7.61,9.16,10.54,11.51,30.5,11.08,7.1,9.45,11.19,2.35,2.7800000000000002,0.37,0.0,0.0,6.14,13.98,6.39,8.71,6.21,10.07,13.97
"FLATTOP MOUNTAIN CLEVELAND 1, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FORT DUCHESNE, UT US",5.91,9.28,8.0,0.0,3.35,8.23,3.43,2.29,3.16,3.9400000000000004,5.61,6.1,5.62,5.26,17.1,2.35,3.58,4.21,0.0,4.24,3.46,0.53,0.25,3.05,9.35,4.8,2.79,5.7700000000000005,3.78,6.24,5.3
"FREMONT INDIAN S.P., UT US",11.64,11.44,11.14,31.3,6.84,12.15,13.4,13.47,14.88,9.58,7.64,11.09,9.73,12.99,55.0,8.7,9.8,8.06,13.969999999999999,18.77,11.58,11.43,11.67,12.5,12.540000000000001,12.719999999999999,10.13,15.69,5.91,12.24,11.270000000000001
"FRUIT HEIGHTS 1.3 N, UT US",,,,,,,,,,,,,,,,,,,,,,4.3,21.54,21.630000000000003,27.380000000000003,24.37,18.91,33.72,14.18,21.19,19.6
"GARDEN CITY SUMMIT, UT US",,,,,,,,,,,,,,,,,,6.79,36.96,33.35,26.27,22.46,37.06,26.03,34.53,39.86,24.7,30.96,25.87,27.950000000000003,25.87
"GARDNER PEAK, UT US",,,,,,,,,,,,,16.99,33.94,0.0,23.55,25.48,17.36,36.64,21.97,27.46,26.67,23.59,28.34,23.17,21.18,23.49,36.69,12.879999999999999,30.37,19.28
"GARFIELD, UT US",14.61,13.6,17.61,6.3,18.35,20.19,25.259999999999998,14.72,21.42,18.08,11.83,12.32,17.2,18.94,15.3,14.53,14.21,18.87,20.490000000000002,17.52,10.67,10.41,1.5,,,,,,,,
"GARLAND 1.0 SE, UT US",,,,,,,,,,,,,,,,,,,14.63,19.48,12.96,11.780000000000001,17.57,19.07,24.05,18.94,12.24,26.04,11.36,14.879999999999999,15.850000000000001
"GBRC HQ, UT US",,,,,,,,,,,,,,,,,,,,,7.69,28.65,28.240000000000002,27.560000000000002,28.36,27.560000000000002,27.45,35.46,20.66,29.24,25.759999999999998
"GBRC MEADOWS, UT US",,,,,,,,,,,,,,,,,,,,,8.6,36.57,36.94,28.86,34.230000000000004,36.37,33.67,42.55,25.38,36.66,30.37
"GEORGE CREEK, UT US",,,,,,,,,,,,,,,,,,,17.39,35.55,29.35,29.36,36.39,31.73,40.18,42.61,29.54,44.17,24.85,29.470000000000002,28.74
"GOBLIN VALLEY STATE PARK, UT US",,,,,,,,,,,,,,2.06,10.600000000000001,3.92,3.98,4.39,9.35,8.32,4.01,7.63,5.949999999999999,7.0200000000000005,9.889999999999999,4.5,5.4799999999999995,7.54,2.48,5.7,6.27
"GOOSEBERRY RANGER STATION UP, UT US",,,,,,,,,,,,,,,,,,,,7.79,23.78,27.17,29.27,23.88,22.18,23.05,25.29,31.3,18.189999999999998,26.68,20.5
"GOOSEBERRY RANGER STATION, UT US",24.39,22.65,24.09,0.0,24.29,33.65,29.46,27.369999999999997,24.89,22.97,17.27,29.57,24.75,25.64,0.0,26.96,26.16,25.46,31.25,32.37,24.25,25.23,27.94,25.58,22.759999999999998,23.77,23.56,29.98,16.58,23.47,18.96
"GRANITE PEAK DUGWAY PROVING GROUND, UT US",,,,,,,,,,,,,,,0.0,3.0500000000000003,1.47,4.21,0.69,0.0,3.52,4.26,2.38,0.61,1.26,0.72,3.12,6.140000000000001,1.98,8.08,4.67
"GRANTSVILLE 1.1 NW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,
"GRANTSVILLE 12 WNW, UT US",,,,,,,,,,,,,,,,,,,,2.33,8.879999999999999,11.030000000000001,4.91,,,,,,,,
"GRANTSVILLE 2 W, UT US",7.92,13.26,13.31,23.2,13.11,10.97,,0.42,11.9,7.01,7.09,6.82,11.58,12.08,33.5,8.69,7.21,12.07,14.61,15.91,8.73,12.05,10.99,13.3,10.540000000000001,12.41,9.3,12.74,6.68,11.309999999999999,7.49
"GRANTSVILLE 2.0 SSE, UT US",,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,
"GREEN RIVER 2.8 WNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,
"GREEN RIVER AVIATION, UT US",6.37,9.08,7.8,6.0,6.6,9.02,8.61,8.0,6.22,5.93,4.3999999999999995,4.06,7.24,6.13,13.0,2.3000000000000003,5.88,,,,,,,,,,,,,,
"GREENVILLE BENCH SAND HOLLOW, UT US",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
"GROUSE CREEK, UT US",7.91,10.87,7.84,15.5,13.120000000000001,11.99,13.290000000000001,8.709999999999999,11.23,10.67,16.88,10.969999999999999,22.85,17.77,36.9,4.63,3.14,11.629999999999999,12.25,6.7,,,,,,,,,,,
"GUNLOCK PH, UT US",20.099999999999998,17.96,15.83,0.0,12.24,12.83,21.12,7.54,12.700000000000001,9.209999999999999,4.4,10.07,17.7,12.29,17.0,,3.71,8.21,9.75,4.96,13.11,1.93,,12.27,3.07,,,,,,
"GUTZ PEAK, UT US",,,,,,,,,,,,,26.3,47.39,0.0,21.990000000000002,30.6,23.8,53.290000000000006,20.89,23.79,18.18,22.89,20.18,26.78,22.290000000000003,19.68,40.86,13.69,32.27,21.97
"HANKSVILLE, UT US",5.49,5.4399999999999995,5.5,3.0,3.73,8.709999999999999,5.77,5.41,4.31,7.32,4.16,5.93,8.370000000000001,8.94,6.0,3.75,5.430000000000001,3.37,9.17,1.6,3.04,,0.6000000000000001,11.219999999999999,4.890000000000001,3.52,4.73,6.71,1.77,5.4799999999999995,0.65
"HANNA, UT US",10.5,12.61,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
"HANS FLAT RANGER STATION, UT US",8.37,9.69,7.65,38.9,8.65,11.9,10.709999999999999,10.25,10.01,10.9,7.1,5.62,9.76,10.33,41.2,11.67,11.89,6.45,14.16,9.36,7.16,11.67,8.3,19.09,8.69,7.41,7.6899999999999995,10.19,5.12,8.56,8.89
"HARDSCRABBLE, UT US",,8.18,41.53,0.0,50.84,39.94,47.730000000000004,37.47,41.94,35.66,31.33,38.15,39.16,49.05,0.0,34.38,38.64,45.74,50.79,38.49,33.85,31.36,44.43,34.16,36.489999999999995,45.16,31.89,45.58,27.580000000000002,39.18,33.56
"HARRIS FLAT, UT US",23.33,26.84,18.37,0.0,20.65,22.04,26.77,17.38,17.07,17.08,13.69,13.67,30.36,26.19,0.0,16.07,20.16,15.86,35.379999999999995,19.27,18.97,20.17,16.48,26.35,24.759999999999998,17.1,18.18,28.27,9.2,21.490000000000002,19.95
"HATCH, UT US",13.26,14.78,12.71,50.5,10.209999999999999,15.1,17.61,11.69,10.56,9.86,7.75,9.79,17.66,16.509999999999998,52.0,11.700000000000001,14.75,9.04,20.439999999999998,4.0,12.88,16.38,13.56,19.88,13.17,11.08,11.14,11.8,5.06,14.32,11.54
"HAYDEN FORK, UT US",25.240000000000002,38.21,32.33,0.0,42.03,37.12,37.11,34.36,31.94,26.55,26.56,29.57,32.55,37.62,0.0,29.57,36.06,34.53,42.94,40.37,27.07,28.16,40.36,27.57,37.24,37.68,27.44,37.44,24.62,38.84,31.54
"HEBER CITY 0.4 SE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
"HEBER CITY 0.7 E, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6799999999999997,2.6799999999999997,
"HEBER CITY 10.1 ESE, UT US",,,,,,,,,,,,,,,,,,,,,,,2.0500000000000003,16.61,24.57,24.62,18.080000000000002,15.219999999999999,19.13,32.81,26.34
"HEBER CITY 2.4 SSE, UT US",,,,,,,,,,,,,,,,,,1.53,10.190000000000001,13.77,12.4,7.819999999999999,9.620000000000001,11.98,10.61,20.34,12.17,15.32,8.86,18.38,13.469999999999999
"HEBER CITY 7.2 E, UT US",,,,,,,,,,,,,,,,,,2.57,9.44,,,,,,,,,,,,
"HEBER, UT US",14.33,19.55,15.84,43.0,24.66,17.61,17.71,13.49,13.67,10.16,10.32,12.09,15.47,14.530000000000001,74.2,11.05,11.31,13.62,18.27,14.71,8.61,2.67,,,,,,,,,
"HELPER 0.2 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,
"HELPER 0.3 SW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,11.49,,,
"HELPER CARBON PLANT, UT US",15.78,10.06,13.53,0.0,14.68,14.53,14.02,16.62,17.55,7.65,7.359999999999999,6.609999999999999,,,,,,,,1.83,4.56,0.72,,,,,,,,,
"HENRIEVILLE 0.2 SSW, UT US",,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,4.72,10.700000000000001
"HEWINTA UTAH, UT US",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEWINTA, UT US",19.15,26.11,22.41,0.0,29.93,29.66,24.2,26.44,25.7,21.66,20.15,26.03,23.16,26.8,0.0,22.15,27.53,25.21,29.25,32.77,20.95,25.75,29.48,25.34,25.85,28.46,20.04,26.77,20.04,27.740000000000002,27.77
"HIAWATHA, UT US",6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HICKERSON PARK, UT US",18.93,19.51,19.029999999999998,0.0,22.84,25.13,26.11,21.06,21.27,18.63,16.48,23.06,23.57,17.45,0.0,19.85,21.34,26.02,25.82,29.34,15.219999999999999,20.35,22.14,23.94,26.6,22.44,19.75,25.93,17.95,23.74,23.73
"HITE RANGER STATION, UT US",1.3900000000000001,,,,,7.31,7.76,3.7399999999999998,5.29,5.41,4.69,4.57,6.31,11.44,1.9,4.82,3.62,2.86,8.48,1.48,0.0,2.47,2.4,0.0,2.8,6.5,3.06,3.08,2.79,3.5700000000000003,5.140000000000001
"HOBBLE CREEK, UT US",,,,,,,,,,,,,,,,,,,,,8.89,17.68,27.37,20.32,22.95,29.69,22.98,30.73,14.96,26.55,23.85
